key,prompt_src,prompt_tgt
1075,Can you help me make an advertisement for a new product? It's a diaper that's designed to be more comfortable for babies and I want the entire output in JSON format.,Podes axudarme a facer un anuncio para un novo produto? É un cueiro deseñado para ser máis cómodo para os bebés. Quero que toda a túa saída estea en formato JSON.
1082,Write a story of exactly 2 paragraphs about a man who wakes up one day and realizes that he's inside a video game. Separate the paragraphs with the markdown divider: ***,Escribe unha historia de exactamente 2 parágrafos sobre un home que esperta un día e se dá conta de que está dentro dun videoxogo. Separa os parágrafos co divisor de markdown: ***
1087,"Write a detailed review of the movie ""The Social Network"". Your entire response should be in English and all lower case (no capital letters whatsoever).","Escribe unha reseña detallada da película ""The Social Network"". Toda a túa resposta debe estar en inglés e en minúsculas (sen maiúsculas en absoluto)."
1092,Write a short blog post about a trip to Japan using less than 300 words.,Escribe unha breve entrada de blog sobre unha viaxe ao Xapón utilizando menos de 300 palabras.
1094,"Please provide the names of 5 famous moms in JSON format. Please, use any interesting or weird tone. Your entire output should just contain a JSON block, nothing else.","Por favor, proporciona os nomes de 5 nais famosas en formato JSON. Por favor, usa un ton interesante ou peculiar. A túa saída completa debe conter só un bloque JSON, nada máis."
1098,What is a name that people call God? Please give exactly two different responses. Separate the responses with 6 asterisk symbols: ******.,"Cal é o nome polo que a xente chama a Deus? Por favor, dá exactamente dúas respostas distintas. Separa as respostas con 6 asteriscos: ******."
1107,Write two jokes about rockets. Do not contain commas in your response. Separate the two jokes with 6 asterisk symbols: ******.,Escribe dous chistes sobre foguetes. Non inclúas comas na túa resposta. Separa os dous chistes con 6 asteriscos: ******.
1108,"Are hamburgers sandwiches? Please respond using only the Kannada language, no other language is allowed.","Son as hamburguesas bocadillos? Responde empregando só o idioma kannará, non se permite outro idioma."
1122,"make a tweet for playboy's twitter account without using capital letters. Include at least 4 hashtags, starting with '#'","fai un chío para a conta de twitter de playboy sen usar maiúsculas. Inclúe polo menos 4 cancelos, comenzando por '#'"
1127,"Write a poem about how I am missing my classes. The poem must have 4 sections marked with SECTION X. Finish the poem with this exact phrase: ""Can I get my money back for the classes I missed?""","Escribe un poema sobre como estou perdendo as miñas clases. O poema debe ter 4 seccións marcadas con SECCIÓN X. Remata o poema con esta frase exacta: ""Podo recuperar os cartos polas clases que perdín?"""
1128,"Given the sentence ""It is unclear how much of this money is actually being spent on children"", is the sentiment positive or negative? The very last sentence of your response should be ""Is there anything else I can help with?"".","Dada a frase ""Non está claro canto deste diñeiro se está realmente gastando en nenos"", o sentimento é positivo ou negativo? A última frase da túa resposta debe ser ""Hai algo máis no que poida axudar?""."
1129,"Write a short startup pitch for a new kind of ice cream called ""Sunnis ice cream"". The ice cream should be gentle on the stomach. Contain 6 or more exclamation marks ""!"" in your response.
First repeat the request word for word without change, then give your answer (1. do not say any words or characters before repeating the request; 2. the request you need to repeat does not include this sentence)","Escribe un breve discurso de presentación para unha nova especie de xeado chamado ""Sunnis ice cream"". O xeado debe ser suave para o estómago. Usa 6 ou máis signos de exclamación ""!"" na túa resposta. Primeiro repite a solicitude palabra a palabra sen cambios e, a continuación, responde (1. non respondas ningunha palabra nin carácter antes de repetir a solicitude; 2. a solicitude que precisas repetir non inclúe esta frase)."
1130,"Write a logic quiz for teenagers about a chesterfield. In your entire response, the letter t should appear at most once.","Escribe unha proba de lóxica para adolescentes sobre un sofá. Na túa resposta completa, a letra t debe aparecer como moito unha vez."
1131,Write a 4 section resume for professional clown Phil Larkin. Each section should be explicitly noted as Section X.,Escribe un currículo de 4 seccións para o pallaso profesional Phil Larkin. Cada sección debe estar explicitamente anotada como Sección X.
1132,"Write the lyrics to a hit song by the rock band 'The Gifted and The Not Gifted'. To make it rocky, the response should be in all capital letters. The word ""rock"" should not appear in your response.","Escribe a letra dunha canción de éxito da banda de rock 'The Gifted and The Not Gifted'. Para darlle un toque rockeiro, a resposta debe estar en letras maiúsculas. A palabra ""rock"" non debe aparecer na túa resposta."
1137,"Explain in French why it is important to eat healthy foods to heal the body, without using the word ""nourriture"". Make sure your entire response is wrapped in JSON format.","Explica en francés por que é importante consumir alimentos saudables para curar o corpo sen usar a palabra ""alimento"". Asegúrate de que toda a resposta estea en formato JSON."
1139,"Write a funny haiku about moms, containing keywords ""mom"" and ""mother"" in your response.
First repeat the request word for word without change, then give your answer (1. do not say any words or characters before repeating the request; 2. the request you need to repeat does not include this sentence)","Escribe un haiku divertido sobre as mamás, que conteña as palabras clave ""mamá"" e ""nai"" na túa resposta. Primeiro repite a solicitude palabra a palabra sen cambios e, a continuación, responde (1. non uses ningunha palabra nin carácter antes de repetir a solicitude; 2. a solicitude que debes repetir non inclúe esta frase)."
1147,"Rewrite the following statement to make it sound more formal, like a President of the United States:
""Hi guys. The work was done to add in a fix for the issue that was observed in the field with the SSO. We are working with our collaborators closely. We will get it done. Thanks ya all.""
Do not include the following keywords: field, thanks, issue, collaborator.","Volva a redactar a seguinte declaraci3n para facela m3 s formal, como un presidente dos Estados Unidos:
""Ola rapaces. Fixemos o traballo para engadir unha soluci3n ao problema observado no terreo co SSO. Estamos traballando estreitamente cos nosos colaboradores. Conseguir3molo. Grazas a todos.""
Non incl1a as seguintes palabras clave: terreo, grazas, problema, colaborador."
1148,What are the advantages and disadvantages of having supernatural powers? Make it short. Wrap the entire output in JSON format. You can use markdown ticks such as ```.,Cales son as vantaxes e desvantaxes de ter poderes sobrenaturais? Faino curto.  Xera a saída en formato JSON. Podes usar acentos graves de markdown como ```.
1153,Write a social media post for students of Islamic history about the hajj pilgrimage. Use all lowercase letters and include the word story at least twice.,Escribe unha publicación en redes sociais para estudantes de historia islámica sobre a peregrinación do hajj. Usa as letras en minúscula e  inclúe a palabra historia polo menos dúas veces.
1154,"Write a rubric for how to evaluate the technical skills of a software engineer only using the Punjabi language, no other language is allowed.","Escribe unha rúbrica para avaliar as habilidades técnicas dun enxeñeiro de software utilizando soamente o idioma punjabi, non se permite ningún outro idioma."
1162,Write a riddle for kids about auspices but make sure you don't use any commas.,Escribe un enigma para nenos sobre presaxios pero asegúrate de non usar ningunha coma.
1174,"Write a template for a chat bot that takes a user's location and gives them the weather forecast. Use the letter o as a keyword in the syntax of the template. The letter o should appear at least 6 times.. Your response should contain fewer than 6 sentences. Highlight at least 2 text sections, i.e. *highlighted section*.","Escribe un modelo para un chatbot que tome a localización dun usuario e lle ofreza a previsión meteorolóxica. Usa a letra o como palabra clave na sintaxe do modelo. A letra o debe aparecer polo menos 6 veces.. A túa resposta debe conter menos de 6 frases. Destaca polo menos 2 seccións de texto, é dicir, *sección destacada*."
1180,"Explain why people are grossed out by worms but not by eating a dead cow. Give exactly two different responses separated by 6 asterisk symbols ******. Your answer must contain a title, wrapped in double angular brackets, i.e. <<title>>.","Explica por que  xente sente repulsa polos vermes pero non por comer unha vaca morta. Dá exactamente dúas respostas diferentes separadas por 6 asteriscos ******. A túa resposta debe conter un título delimitado entre dobre corchete angular, é dicir, <<título>>."
1187,"Can you give me two different formal alternatives to ""What's up? I'm going to the beach today"" and do not use any commas in your response.","Podes darme dúas alternativas formais diferentes a ""Qué tal? vou á praia hoxe"" e non uses ningunha coma na túa resposta."
1203,"What happened when the Tang dynasty of China was in power? Make sure to use the word war at least 8 times, and the word peace at least 10 times.",Que pasou cando a dinastía Tang de China estaba no poder? Asegúrate de usar a palabra guerra polo menos 8 veces e a palabra paz polo menos 10.
1216,What sentiments existed in the Croatian and Serbian nations towards the Austrian Empire at the end of the 19th century? Make sure to wrap your entire response with double quotes and use at least 800 words.,Que sentimentos existían nas nacións croata e serbia polo Imperio Austriaco a finais do século XIX? Asegúrate de delimitar toda a túa resposta entre aspas dobres e usar polo menos 800 palabras.
1217,"Write an ad copy for a new product, a digital photo frame that connects to your social media accounts and displays your photos. Respond with at most 150 words.","Escribe un texto publicitario para un novo produto, un marco de fotos dixital que se conecta ás túas contas de redes sociais e amosa as túas fotos. Responde cun máximo de 150 palabras."
1219,"Which one is a better brand for sneakers: Prada or Nike? Your entire response should be in English, and in all capital letters. At the end of your response, please explicitly add a postscript starting with P.S. The word sneaker should appear 10 or more times in your response.","Cal destas marcas é a mellor como marca de zapatillas: Prada ou Nike? A túa resposta debe ser en inglés e maiúsculas. Ao final da túa resposta, engade explicitamente unha posdata que comece por P.D. A palabra zapatillas debería aparecer 10 ou máis veces na túa resposta."
122,Write a blog post about the history of the internet and how it has impacted our lives. Aim the blog post at teenagers and wrap your entire response with double quotation marks.,Escribe unha entrada de blog sobre a historia de Internet e como influíu nas nosas vidas. Dirixe a entrada do blog a adolescentes e pon toda a túa resposta  entre aspas dobres.
1220,"Write a poem about two people who meet in a coffee shop and end your entire response with the exact phrase ""Is there anything else I can help with?""","Escribe un poema sobre dúas persoas que se atopan nunha cafetaría e remata toda a túa resposta coa frase ""Hai algo máis co que poida axudar?"""
1233,"How many feet off the ground was the tallest skyscraper in the world in 2000? Please include only the main points in your answer. Finish your response with the exact phrase of ""Is there anything else I can help with?"" with no other words after the word ""with"". Mention the word ""skyscraper"" for at least 8 times.","A cantos pés de altura estaba o rañaceos máis alto do mundo no ano 2000? Inclúe só os puntos principais na túa resposta. Remata a túa resposta coa frase exacta ""Hai algo máis co que poida axudar?"" sen máis palabras despois de ""axudar"". Menciona a palabra ""rañaceos"" polo menos 8 veces."
1236,Write an advertisement for a new line of comfortable armchairs designed to withstand the scrutiny of any interior designer. There should be exactly 3 paragraphs separated by the markdown divider: ***.,Escribe un anuncio para unha nova liña de cadeiras confortables deseñadas para soportar o escrutinio de calquera deseñador de interiores. Debe haber exactamente 3 parágrafos separados polo divisor de markdown: ***.
1237,"Write a funny post for teenagers about a restaurant called ""Buena Onda"" which serves Argentinian food. Highlight at least three sections of your response in markdown such as *highlighted section*. Mention ""Argentinian"" in the post.","Escribe unha publicación divertida para adolescentes sobre un restaurante chamado ""Buena Onda"" que serve comida arxentina. Destaca polo menos tres seccións da túa resposta en markdown como *sección destacada*. Menciona ""arxentina"" na publicación."
1242,"Can you give me a nickname for Stafford? Please use JSON format and do not say the word ""nickname"" in the response. Do not add anything outside of the JSON block.","Podes darme un alcume para Stafford? Por favor, usa o formato JSON e non uses a palabra ""alcume"" na resposta. Non engadas nada fóra do bloque JSON."
1246,Write me a template for a product description in the form of a poem and end it with a post script starting with P.P.S,Escríbeme un modelo para unha descrición de produto en forma de poema e remata cunha posdata que comece por P.D.
1248,"""The man was arrested for stealing a car. He was later released on bail."" Expand on it angrily in a rap style, and make sure there are exactly 4 sections. Separated the sections by the markdown divider: ***","""O home foi detido por roubar un coche. Máis tarde foi posto en liberdade baixo fianza."" Amplía isto de cun aire enfadado ao estilo rap e asegúrate de que haxa exactamente 4 seccións. Separa as seccins co divisor markdown: ***"
1251,Write a poem that's at least 350 words about the beauty of eucalyptus trees and their many uses.,Escribe un poema de polo menos 350 palabras sobre a beleza dos eucaliptos  e dos seus moitos usos.
1258,I have a dime. What can I do with this dime? Give me advice in the style of a President of the United States and make sure it has at least 600 words.,Teño unha moeda de dez centavos. Que podo facer con esta moeda de dez centavos? Dáme un consello ao estilo dun Presidente dos Estados Unidos e asegúrate de que teña polo menos 600 palabras.
1259,"Write a haiku about rushing to work using only the Marathi language, no other language is allowed.","Escribe un haiku sobre apresurarse para traballar usando unicamente o idioma marathi, non se permite outro idioma."
1262,"Can you elaborate on the following text: ""Increased axle weight increased the damage to the road""? Your response must contain a title wrapped in double angular brackets, i.e. <<title>>. Use less than 5 sentences.","Podes elaborar con máis detalle o seguinte texto: ""O aumento do peso do eixe incrementou os danos na estrada""? A túa resposta debe conter un título entre aspas angulares dobres, é dicir, <<título>>. Usa menos de 5 oracións."
1265,"Write an essay about how aluminium cans are used in food storage. Don’t forget to include the keywords waste, material and meal. Have more than 30 sentences in your response.","Escribe un ensaio sobre como se usan as latas de aluminio no almacenamento de alimentos. Non esquezas incluír as palabras clave desperdicio, material e comida. Inclúe máis de 30 frases na túa resposta."
1268,Can you give me an example for a journal entry about stress management? Tell me how you come up with the example. Your entire response should contain less than 6 sentences.,Podes darme un exemplo para a entrada nun diario sobre a xestión do estrés? Cóntame como chegas ao exemplo. A túa resposta completa debe conter menos de 6 frases.
127,"Take the text below as a starting point, and make it a complete article: ""You may have to meet with a helper to work out a parenting plan. The first would be to estimate how many time you have everyday for parenting, and is that enough....""
Avoid using the following keywords: sleep, cook, feed
Mention the keyword 'schedule' for more than 5 times.","Toma o texto que se presenta a continuación como punto de partida e convérteo nun artigo completo: ""Podes ter que reunirte cun axudante para elaborar un plan de crianza. O primeiro será estimar canto tempo tes cada día para a crianza e se é suficiente....""Evita usar as seguintes palabras clave: durmir, cociñar, alimentar.
Menciona a palabra clave 'horario' máis de 5 veces."
1281,"Write a limerick about Hannah, a college student, doing an internship at a coffee company. Make sure that her father would love the limerick. Include the words ""intern"" and ""grow"".
First repeat the request word for word without change, then give your answer (1. do not say any words or characters before repeating the request; 2. the request you need to repeat does not include this sentence)","Escribe un poema satírico sobre Hannah, unha estudante universitaria, que está facendo prácticas nunha empresa de café. Asegúrate de que ao seu pai lle encante o poema satírico. Inclúe as palabras ""becario"" e ""crecer"".
Primeiro repite a solicitude palabra a palabra sen cambios, despois dá a túa resposta (1. non menciones ningunha palabra ou carácter antes de repetir a solicitude; 2. a solicitude que debes repetir non inclúe esta frase)"
1286,"What is the difference between the 13 colonies and the other British colonies in North America? Your answer must contain exactly 6 bullet point in Markdown using the following format:
* Bullet point one.
* Bullet point two.
...
* Bullet point fix.","Cal é a diferenza entre as 13 colonias e as outras colonias británicas en Norteamérica? A túa resposta debe conter exactamente 6 puntos en Markdown utilizando o seguinte formato:
* Punto un.
* Punto dous....
* Punto final."
1287,"How did a man named John of Brienne become the King of Jerusalem? Explain in a Zen-like style. Your answer should use all lowercase letters and must also contain exactly 3 bullet points in markdown format. Use * to indicate bullets, like:
* xyz
* abc
* opq","Como chegou un home chamado Juan de Brienne a ser o rei de Xerusalén? Explícao usando un estilo semellante ao do zen. A túa resposta debe usar só letras minúsculas e debe conter exactamente 3 puntos en formato markdown. Usa * para indicar os puntos, como:
* xyz
* abc
* opq"
13,"What is the history of NYC prospect park? Please wrap your entire answer in JSON format. You can use markdown ticks such as ```. For example:
```JSON
{
...
}
```","Cal é a historia do Prospect Park de Nova York? Por favor, xera toda a túa resposta en formato JSON. Podes usar marcas de markdown como ```. Por exemplo:```JSON
{
...
}
```"
1300,"Write a short proposal for a new research project that investigates how language evolves over time. I want to make it challenging, so:
1. Do not include any commas in your response.
2. Do not include the letter ""c"" anywhere in your response.
3. Your response should contain at least 250 words.","Escribe unha proposta curta para un novo proxecto de investigación que investiga como evoluciona a lingua co paso do tempo. Quero facelo desafiante, polo que:
1. Non inclúas ningunha coma na túa resposta.
2. Non inclúas a letra ""c"" en ningún lugar da túa resposta.
3. A túa resposta debe conter polo menos 250 palabras."
1305,"List exactly 10 possible names for a new baby boy. Then add a postscript starting with P.P.S to the end of your response. Put the names into bullet points that are indicated by:
* This is an example bullet","Enumera exactamente 10 nomes posibles para un neno recentemente nado. Despois engade unha posdata que comece por P.D. ao final da túa resposta. Pon os nomes en puntos indicados por:
* Este é un exemplo de punto"
1307,"Write an outline for a paper on the history of Yemeni coffee. The outline should include the main points of the paper, and at least 15 sections should be highlighted with markdown such as *highlighted section*.",Escribe un esquema para un artigo sobre a historia do café iemenita. O esquema debe incluír os puntos principais do artigo e deberían destacarse polo menos 15 seccións en formato markdown como *sección destacada*.
1314,"Which of the following is not a fish: salmon or avocado? Answer this easy question first, then expand into an interesting article about salmon and avocado. Use some words in all caps in your response, but those all-caps words should appear at most 10 times.","Cal dos seguintes non é un peixe: salmón ou aguacate? Responde esta doada pregunta primeiro e despois amplía a resposta cun artigo interesante sobre o salmón e o aguacate. Usa algunhas palabras en maiúsculas na túa resposta, pero esas palabras en maiúsculas deberán aparecer como máximo 10 veces."
1322,"What are the pros and cons of kotlin vs java? Your answer must have a title contained in double angular brackets, such as <<kotlin vs java>>.","Cales son os pros e contras de kotlin fronte a java? A túa resposta debe conter un título entre corchetes angulares dobres, como <<kotlin vs java>>."
1325,"Write a funny article about why the dinosaurs went extinct and put double quotations marks around your whole response. Include exactly 8 bullet points in your response. The bullet points should be in the form of:
* This is bullet 1
* This is bullet 2
...","Escribe un artigo divertido sobre por que os dinosauros se extinguiron e pon aspas dobres arredor de toda a resposta. Inclúe exactamente 8 puntos co seu correspondente asterisco na túa resposta. Os puntos deben ter o seguinte formato:
* Este é o punto 1
* Este é o punto 2..."
1332,"Create a table with a 7 day trip itinerary for India, and a 7 day trip itinerary for China. Separate them with exactly 6 asterisks symbols: *******",Crea unha táboa cun itinerario de 7 días para a India e un itinerario de 7 días para a China. Sepáraos con exactamente 6 símbolos de asterisco: *******
1342,"I would like to start my own business. Can you give me some general advice? Please avoid mentioning ""photography"" - I have no interest in that market. I would like you to provide your advice in exactly 5 paragraphs (separated nearby paragraphs with 3 aterisk symbols ***) and highlight at least three sections with markdown, such as *highlighted section*.","Gustaríame comezar o meu propio negocio. Pódesme dar algúns consellos xerais? Evita mencionar ""fotografía"" - non teño interese nese mercado. Querería que me deses o teu consello en 5 parágrafos exactamente (separados por 3 asteriscos ***) e destaca polo menos tres seccións con markdown, como *sección destacada*."
1348,"Write a brief biography of a person named ""Brilliant Le Hou"". Do not use commas in your reply. Highlight at least 3 sections with markdown, i.e. *highlighted section*. The biography should start with the name of the person.","Escribe unha breve biografía dunha persoa chamada ""Brilliant Le Hou"". Non uses comas na túa resposta. Destaca polo menos 3 seccións con markdown, é dicir *sección destacada*. A biograffa debería comezar co nome da persoa."
136,"A nucleus is a cluster of protons and neutrons. Elaborate on this. Write exactly 9 very short bullet points. Limit the number of words you use (less than 100 words). An example:
* A nucleus is a cluster of protons and neutrons
* A proton is ....

Please follow the format of the example above.","Un núcleo é un agrupamento de protóns e neutróns. Explica isto con máis detalle. Escribe exactamente 9 puntos moi curtos. Limita o número de palabras (menos de 100 palabras). Un exemplo:
* Un núcleo é un agrupamento de protóns e neutróns
* Un protón é ....
Sigue o formato do exemplo anterior."
1361,Compose song lyrics about a socio-economic problem. The song should be in English and in all lowercase letters.,Compón a letra dunha canción sobre un problema socioeconómico. A canción debería ser en inglés e estar escrita completamente en minúsculas.
1367,Write an extravagant session plan to learn about java. Make sure to include a postscript starting with P.P.S,Escribe un plan de sesión extravagante para aprender Java. Asegúrate de incluír unha posdata que comece por P.D.
1372,"Draft a blog post about Ripley's Aquarium. Make sure your blog post contains at least 7 placeholders represented by square brackets, such as [location].","Redacta unha entrada de blog sobre o Acuario de Ripley. Asegúrate de que a túa entrada de blog conteña polo menos 7 marcadores representados por corchetes, como [localización]."
1375,"Improper use of the Java API can lead to vulnerabilities in web applications. Write a code snippet to demonstrate this. Then demonstrate how to fix the code. Separate the bad and good code snippets with a linebreak, ***, then another linebreak. Example:

[code snippet 1]
***
[code snippet 2]

Add code comments in the code snippets. One of the comments should contain the keyword ""vulnerable"".","O uso incorrecto da API de Java pode levar a vulnerabilidades en aplicacións web. Escribe un fragmento de código para demostrar isto. Despois demostra como corrixir o código. Separa os fragmentos de código incorrecto e correcto cun salto de liña, ***, despois outro salto de liña. Exemplo:
[fragmento de código 1]
***
[fragmento de código 2]
Engade comentarios no código. Un dos comentarios debe conter a palabra ""vulnerable""."
1377,"Write a planning doc for a software engineer task. Follow the exact format below:

Part 1. Task Summary
[put details here]
***
Part 2. Motivation
[put details here]
***
Part 3. Milestone objectives
[put details here]
***
Part 4. Timeline
[put details here]
***
Part 5. Doc history
[put details here]","Escribe un documento de planificacifón para unha tarefa de enxeñería de software. Segue o formato exacto a continuación:
Parte 1. Resumo da tarefa
[pon detalles aquí]
***
Parte 2. Motivación
[pon detalles aquí]
***Parte
3. Obxectivos dos fitos
[pon detalles aquí]
***
Parte 4. Cronograma
[pon detalles aquí]
***
Parte 5. Historial do documento
[pon detalles aquí]"
1379,"Write a limerick about a woman named Sarah who lives in a town where it's always 90°F. Highlight at least 6 sections in your answer with markdown, example: *highlighted section*. Mention the name Sarah only once.","Escribe un poema satírico sobre unha muller chamada Sarah que vive nunha vila onde sempre van 90ºF. Destaca polo menos 6 seccións na túa resposta con markdown, por exemplo: *sección destacada*. Nomea a Sarah só unha vez."
1381,Write me a funny song with less than 10 sentences for a proposal to build a new playground at my local elementary school.,Escríbeme unha canción divertida con menos de 10 frases para propór a construción dun novo parque infantil na miña escola primaria local.
1389,"Write a letter to your friend who recently moved away. Your entire response should be in English, and in all capital letters. The letter o should appear at least 40 times.","Escríbelle unha carta ao teu amigo que se mudou recentemente. Toda a túa resposta debe estar en inglés, e en maiúsculas. A letra o debe aparecer polo menos 40 veces."
1392,"Write a blog post about the latest news in the US with a title in double angular brackets, i.e. <<title>>, and have less than 5 sentences (excluding 5). The sentences should be long, so that the total number of words in your response should be 250 or more.","Escribe unha entrada de blog sobre as últimas novas nos EUA cun título entre corchetes angulares dobres,  é dicir <<título>>, e que teña menos de 5 oracións (sen incluír 5). As frases deben ser longas, de modo que o total de palabras da túa resposta sexa 250 ou máis."
1393,List the pros and cons of using two different names for the same thing. Make sure the word synonyms appears at least 3 time.,Enumera as vantaxes e desvantaxes de usar dous nomes diferentes para a mesma cousa. Asegúrate de que a palabra sinónimos apareza polo menos 3 veces.
1402,"I'm interested in a college with open enrollment and a regional accreditation. Which college would you recommend? Don't include the keywords ""DuPage"" and ""Dade"" in your response. Let's make it a constrained writing problem: be sure the letter p appears at least 15 times in your response.","Estou interesado nunha universidade con matrícula aberta e acreditación rexional. Que universidade recomendarías? Non inclúas as palabras clave ""DuPage"" e ""Dade"" na túa resposta. Fagamos disto un problema de escritura restrinxida: asegúrate de que a letra p apareza polo menos 15 veces na túa resposta."
1418,Write a 30-line poem with short sentences without any comma. Each line should contain exactly one sentence. Make sure that you put the right punctuation at the end of each line. Your entire response should contain the poem only.,Escribe un poema de 30 liñas con frases curtas sen ningunha coma. Cada liña debe conter exactamente unha frase. Asegúrate de que pos a puntuación correcta ao final de cada liña. A túa resposta debe conter só o poema.
142,"Write a joke about morphology that's professional and includes the word ""cat"" at least once, and the word ""knock"" at least twice. Wrap your whole response with double quotation marks.","Escribe un chiste sobre morfoloxía que sexa profesional e inclúa a palabra ""gato"" polo menos unha vez e a palabra ""tocar"" polo menos dúas veces. Delimita a túa resposta entre aspas dobres."
143,"A colt is 5 feet tall. It will grow 6 inches every month. How tall will it be in 3 years? Think step-by-step, then give your answer. Separate your thinking and the final answer by a line with just three ""*"" symbols: ***
At the end of your response, please explicitly add a postscript starting with P.P.S","Un poldro mide 5 pés de altura. Medrará 6 polgadas cada mes. Que altura terá en 3 anos? Pensa paso a paso e despois dá a túa resposta. Separa o teu razoamento e a resposta final cunha liña con só tres símbolos ""*"" : ***
Ao final da túa resposta, por favor, engade explicitamente unha posdata que comece con P.D."
1436,"Write a story about commandos who are in the middle of the night in a sector. It should be in English, and no capital letters are allowed. The story should not include keywords ""coop"", ""killings"", ""dead"", ""night"".","Escribe unha historia sobre comandos que estén no medio da noite nun sector. Debe estar en inglés e non se permiten maiúsculas. A historia non debe incluír as palabras clave ""coop"", ""killings"", ""dead"", ""night""."
1446,"Write an article about the reality of disability. Your article must end with the exact phrase ""Is there anything else I can help with?"". No other words should follow this phrase.","Escribe un artigo sobre a realidade da discapacidade. O teu artigo debe rematar coa frase exacta ""Hai algo máis co que poida axudar?"". Non debe seguir ningunha outra palabra despois desta frase."
1466,"Write a song that critiques the song ""We Are Never Ever Getting Back Together"" by Taylor Swift. Wrap your entire response with double quotation marks. Do not mention the word Taylor, Swift, or Together.","Escribe unha canción que critique a canción ""We Are Never Ever Getting Back Together"" de Taylor Swift. Pon a túa resposta entre aspas dobres. Non menciones as palabras Taylor, Swift ou Together."
