key,prompt_src,prompt_tgt
1098,What is a name that people call God? Please give exactly two different responses. Separate the responses with 6 asterisk symbols: ******.,Zein da jendeak Jainkoa deitzeko erabiltzen duen izen bat? Eman zehazki bi erantzun ezberdin. Bereizi erantzunak 6 izar ikurrekin: ******.
1107,Write two jokes about rockets. Do not contain commas in your response. Separate the two jokes with 6 asterisk symbols: ******.,Idatzi bi txiste suzirien inguruan. Ez erabili komarik zure erantzunean. Bereiz itzazu bi txisteak 6 izar ikurrekin: ******.
1108,"Are hamburgers sandwiches? Please respond using only the Kannada language, no other language is allowed.","Hanburgesak ogitartekoak al dira? Mesedez, erantzun soilik Kannada hizkuntzan, beste hizkuntzarik ez dago onartuta."
1122,"make a tweet for playboy's twitter account without using capital letters. Include at least 4 hashtags, starting with '#'","egin playboyren twitter konturako txio bat letra larririkk erabili gabe. Sartu gutxienez 4 hashtag, '#' batekin hasten direnak"
1127,"Write a poem about how I am missing my classes. The poem must have 4 sections marked with SECTION X. Finish the poem with this exact phrase: ""Can I get my money back for the classes I missed?""","Idatzi poema bat nire klaseak faltan botatzen ditudala adieraziz. Poemak 4 atal izan behar ditu, X. ATALA-rekin markatuta. Amaitu poema esaldi zehatz honekin: ""Galdu ditudan eskolen dirua itzuliko didate?"""
1128,"Given the sentence ""It is unclear how much of this money is actually being spent on children"", is the sentiment positive or negative? The very last sentence of your response should be ""Is there anything else I can help with?"".","""Ez dago argi diru honen zenbatekoa benetan haurretan gastatzen den"" esaldia emanda, sentimendua positiboa ala negatiboa da? Zure erantzunaren azken-azken esaldia ""Ba al dago beste zerbaitetan lagun diezazukedana?"" izan behar da."
1129,"Write a short startup pitch for a new kind of ice cream called ""Sunnis ice cream"". The ice cream should be gentle on the stomach. Contain 6 or more exclamation marks ""!"" in your response.
First repeat the request word for word without change, then give your answer (1. do not say any words or characters before repeating the request; 2. the request you need to repeat does not include this sentence)","Idatzi ""Sunnis ice cream"" izeneko izozki mota berri baten startup aurkezpen labur bat. Izozkia tripan leuna izan behar da. Sartu 6 edo gehiago harridura ikur ""!"" zure erantzunean.
Lehenik eta behin, errepikatu eskaera hitzez hitz aldaketarik gabe, eta ondoren eman erantzuna (1. ez idatzi hitzik edo karaktererik eskaera errepikatu aurretik; 2. errepikatu behar duzun eskaerak ez du esaldi hau eduki behar)"
1130,"Write a logic quiz for teenagers about a chesterfield. In your entire response, the letter t should appear at most once.","Idatzi gazteentzako logika-galdera bat chesterfield bati buruz. Zure erantzun osoan ""t"" letrak gehienez behin agertu behar da."
1131,Write a 4 section resume for professional clown Phil Larkin. Each section should be explicitly noted as Section X.,Idatzi 4 ataleko curriculum bat Phil Larkin pailazo profesionalarentzat. Atal bakoitza espresuki X. Atala moduan adierazi behar da.
1132,"Write the lyrics to a hit song by the rock band 'The Gifted and The Not Gifted'. To make it rocky, the response should be in all capital letters. The word ""rock"" should not appear in your response.","Idatzi 'The Gifted and The Not Gifted' rock bandaren arrakasta kantaren hitzak. Rocky egiteko erantzuna letra larriz osatuta egon behar da. ""Rock"" hitza ez da agertu behar zure erantzunean."
1137,"Explain in French why it is important to eat healthy foods to heal the body, without using the word ""nourriture"". Make sure your entire response is wrapped in JSON format.","Azaldu frantsesez zergatik den garrantzitsua gorputza sendatzeko elikagai osasungarriak jatea, ""nourriture"" hitza erabili gabe. Ziurtatu zure erantzuna JSON formatuan dagoela."
1139,"Write a funny haiku about moms, containing keywords ""mom"" and ""mother"" in your response.
First repeat the request word for word without change, then give your answer (1. do not say any words or characters before repeating the request; 2. the request you need to repeat does not include this sentence)","Idatzi haiku umoretsu bat amei buruz. Erantzunean hitz-gako hauek sartu: ""ama"" eta ""amatxo"".
Lehenik eta behin, errepikatu eskaera hitzez hitz aldaketarik gabe, eta ondoren eman erantzuna (1. ez idatzi hitzik edo karaktererik eskaera errepikatu aurretik; 2. errepikatu behar duzun eskaerak ez du esaldi hau eduki behar)"
1147,"Rewrite the following statement to make it sound more formal, like a President of the United States:
""Hi guys. The work was done to add in a fix for the issue that was observed in the field with the SSO. We are working with our collaborators closely. We will get it done. Thanks ya all.""
Do not include the following keywords: field, thanks, issue, collaborator.","Ondorengo adierazpena berridatzi Estatu Batuetako Presidente baten moduan formalagoa izan dadin:
""Kaixo lagunak. Egindako lana behatutako SSOarekin lotutako arazoari konponbidea emateko izan da. Gertutik ari gara lanean. Aurrera eramango dugu. Eskerrik asko guztiei.""
Ez sartu ondorengo hitz-gakoak: eremua, eskerrik asko, arazoa, lankidea."
1148,What are the advantages and disadvantages of having supernatural powers? Make it short. Wrap the entire output in JSON format. You can use markdown ticks such as ```.,"Zeintzuk dira naturaz gaindiko botereak izatearen abantailak eta desabantailak? Laburra izan dadila. Ziurtatu zure erantzuna JSON formatuan dagoela. Erabili ditzazkezu markdown ikurrak, hala nola ```."
1153,Write a social media post for students of Islamic history about the hajj pilgrimage. Use all lowercase letters and include the word story at least twice.,Idatzi islamiar historiako ikasleentzako sare sozialetako argitalpen bat hajj pilgrimage-ri buruz. Erabili xeheak bakarrik eta sartu 'istorio' hitza gutxienez bi aldiz.
1154,"Write a rubric for how to evaluate the technical skills of a software engineer only using the Punjabi language, no other language is allowed.","Idatzi software ingeniari baten gaitasun teknikoak ebaluatzeko irizpide errubrika bat, punjabera hizkuntza bakarrik erabiliz, beste edozein hizkuntza erabiltzea debekatuta dago."
1162,Write a riddle for kids about auspices but make sure you don't use any commas.,Idatzi umeentzako enigmaren bat auspiciei buruz baina ziurtatu komarik ez duzula erabiltzen.
1174,"Write a template for a chat bot that takes a user's location and gives them the weather forecast. Use the letter o as a keyword in the syntax of the template. The letter o should appear at least 6 times.. Your response should contain fewer than 6 sentences. Highlight at least 2 text sections, i.e. *highlighted section*.","Idatzi erabiltzaile baten kokapena hartzen duen eta eguraldi iragarpena ematen dion txat bot batentzako txantiloi bat. Erabili o hizkia txantiloiaren sintaxian gako hitz gisa. O hizkia gutxienez 6 aldiz agertu behar da. Zure erantzunak 6 esalditik gutxiago izan behar ditu. Nabarmendu gutxienez 2 testu atal, hau da, *nabarmendutako atala*."
1180,"Explain why people are grossed out by worms but not by eating a dead cow. Give exactly two different responses separated by 6 asterisk symbols ******. Your answer must contain a title, wrapped in double angular brackets, i.e. <<title>>.","Azaldu zergatik jendea nazkatuta sentitzen den zizareekin baina ez behi hil bat jatearekin. Eman bi erantzun desberdin, sei izarrez bereizita ******. Zure erantzunak izenburu bat eduki behar du, kakotx bikoitz artean, hau da, <<izenburua>>."
1187,"Can you give me two different formal alternatives to ""What's up? I'm going to the beach today"" and do not use any commas in your response.","Eman diezadakezu ""Zer moduz? Gaur hondartzara noa"" esaldiaren bi alternatiba formal desberdin eta ez erabili komarik erantzunean."
1203,"What happened when the Tang dynasty of China was in power? Make sure to use the word war at least 8 times, and the word peace at least 10 times.","Zer gertatu zen Txinako Tang dinastia boterean zegoenean? Ziurtatu gerra hitza gutxienez 8 aldiz erabiltzen duzula, eta bake hitza gutxienez 10 aldiz."
1216,What sentiments existed in the Croatian and Serbian nations towards the Austrian Empire at the end of the 19th century? Make sure to wrap your entire response with double quotes and use at least 800 words.,Zein sentimendu zeuden XIX. mendearen amaieran Kroaziar eta Serbiar herrietan Austriar Inperioarekiko? Ziurtatu zure erantzun osoa komatxo bikoitzekin tartean dagoela eta gutxienez 800 hitz dituela.
1217,"Write an ad copy for a new product, a digital photo frame that connects to your social media accounts and displays your photos. Respond with at most 150 words.",Idatzi iragarki-testu bat produktu berri batentzat: zure sare sozialetako kontuekin konektatzen den eta zure argazkiak erakusten dituen argazki marko digital baterako. Erantzunean gehienez 150 hitz egon behar dira.
1219,"Which one is a better brand for sneakers: Prada or Nike? Your entire response should be in English, and in all capital letters. At the end of your response, please explicitly add a postscript starting with P.S. The word sneaker should appear 10 or more times in your response.","Zein da zapata marka hobea: Prada ala Nike? Zure erantzun osoa ingelesez idatzita egon behar du, eta letra larriz. Zure erantzunaren amaieran, mesedez, ""P.S.""-rekin hasten den postscript bat txertatu. Zapatila hitza 10 aldiz edo gehiagotan agertu beharko litzateke zure erantzunean."
122,Write a blog post about the history of the internet and how it has impacted our lives. Aim the blog post at teenagers and wrap your entire response with double quotation marks.,Idatzi blog mezu bat Interneteko historia eta gure bizitzetan izan duen eraginari buruz. Bideratu blogeko mezua nerabeentzat eta bildu erantzun osoa komatxo bikoitzen artean.
1220,"Write a poem about two people who meet in a coffee shop and end your entire response with the exact phrase ""Is there anything else I can help with?""","Idatzi poema bat kafe-denda batean elkartzen diren bi pertsonari buruz eta amaitu zure erantzun osoa esaldi zehatz honekin: ""Ba al dago beste zerbaitetan lagun diezazukedana?"""
1233,"How many feet off the ground was the tallest skyscraper in the world in 2000? Please include only the main points in your answer. Finish your response with the exact phrase of ""Is there anything else I can help with?"" with no other words after the word ""with"". Mention the word ""skyscraper"" for at least 8 times.","Zenbateko altuera zituen munduko etxe orratz altuena 2000. urtean? Mesedez, gehitu zure erantzunean puntu nagusiak bakarrik. Amaitu zure erantzuna ""Ba al dago beste zerbaitetan lagun diezazukedana?"" esaldi zehatzarekin, ""diezazukedana"" hitzaren ondoren beste hitzik gehitu gabe. Aipa ezazu ""etxe orratz"" hitza gutxienez 8 aldiz."
1236,Write an advertisement for a new line of comfortable armchairs designed to withstand the scrutiny of any interior designer. There should be exactly 3 paragraphs separated by the markdown divider: ***.,Idatzi iragarpen bat barne-diseinatzaileen irizpide zorrotzak gainditzen dituzten besaulkien lerro berri baterako. Hiru paragrafo eduki behar ditu markdown zatitzailearekin banatuta: ***.
1237,"Write a funny post for teenagers about a restaurant called ""Buena Onda"" which serves Argentinian food. Highlight at least three sections of your response in markdown such as *highlighted section*. Mention ""Argentinian"" in the post.","Idatzi mezu dibertigarri bat nerabeentzat Argentinako janaria zerbitzatzen duen ""Buena Onda"" izeneko jatetxe bati buruz. Nabarmendu gutxienez hiru atal zure erantzunean markdown formatua erabiliz: *nabarmentzeko atala*. Aipatu ""Argentinako"" mezuan."
1242,"Can you give me a nickname for Stafford? Please use JSON format and do not say the word ""nickname"" in the response. Do not add anything outside of the JSON block.","Staffordentzat goitizen bat eman diezadakezu? Mesedez erabili JSON formatua eta ez erabili ""goitizen"" hitza erantzunean. Ez gehitu ezer JSON blokeaz kanpo."
1246,Write me a template for a product description in the form of a poem and end it with a post script starting with P.P.S,Idatzi produktu baten deskribapen txantiloi bat poema baten moduan eta amaitu P.P.S batekin hasten den azpi-ohar batekin.
1248,"""The man was arrested for stealing a car. He was later released on bail."" Expand on it angrily in a rap style, and make sure there are exactly 4 sections. Separated the sections by the markdown divider: ***","""Gizon bat atxilotu zuten auto bat lapurtzeagatik. Geroago kaudimenan askatu zuten."" Landu ezazu aurreko esaldia haserretuta bazeunde bezala eta rap estiloan. Ziurtatu zehazki 4 atal daudela. Banatu atal bakoitza markdown banatzailea erabiliz: ***"
1251,Write a poem that's at least 350 words about the beauty of eucalyptus trees and their many uses.,Idatzi 350 hitz baino gehiagoko poema bat eukalipto zuhaitzen edertasunari eta haien erabilera askori buruz.
1258,I have a dime. What can I do with this dime? Give me advice in the style of a President of the United States and make sure it has at least 600 words.,Dime bat daukat. Zer egin dezaket dime honekin? Eman iezadazu Estatu Batuetako Presidente baten estiloan aholkuak eta ziurtatu gutxienez 600 hitz dituela.
1259,"Write a haiku about rushing to work using only the Marathi language, no other language is allowed.","Idatzi haiku bat lanera presaka joateaz Marathi hizkuntza soilik erabiliz, ezin duzu beste hizkuntzarik erabili."
1262,"Can you elaborate on the following text: ""Increased axle weight increased the damage to the road""? Your response must contain a title wrapped in double angular brackets, i.e. <<title>>. Use less than 5 sentences.","Hurrengo testua landu dezakezu: ""Ardatzaren pisu handiagoak errepideari egiten dion kaltea handitu du""? Zure erantzunak izenburu bat eduki behar du, kakotx artean, hau da, <<izenburua>>. Erabili 5 esaldi baino gutxiago."
1265,"Write an essay about how aluminium cans are used in food storage. Don’t forget to include the keywords waste, material and meal. Have more than 30 sentences in your response.","Idatzi entsegu bat aluminiozko lataren erabilerari buruz elikagaien biltegiratzean. Ez ahaztu honako hitz gako hauek sartzea: hondakinak, materiala eta otordua. Erantzunean 30 esaldi baino gehiago izan daitezela."
1268,Can you give me an example for a journal entry about stress management? Tell me how you come up with the example. Your entire response should contain less than 6 sentences.,Estresaren kudeaketari buruzko aldizkari sarrera baten adibidea eman dezakezu? Esan nola pentsatu duzun adibidea. Zure erantzun osoak 6 esaldi baino gutxiago izan behar ditu.
127,"Take the text below as a starting point, and make it a complete article: ""You may have to meet with a helper to work out a parenting plan. The first would be to estimate how many time you have everyday for parenting, and is that enough....""
Avoid using the following keywords: sleep, cook, feed
Mention the keyword 'schedule' for more than 5 times.","Hartu beheko testua abiapuntutzat, eta osatu artikulu bat: ""Agian laguntzaile batekin bildu beharko duzu gurasoen plana lantzeko. Lehenik zenbat denbora daukazun egunero guraso lana egiteko kalkulatzea izango litzateke eta nahikoa den....""
Ez erabili honako gako-hitzak: lo, sukaldatu, elikatu
Aipa ezazu 'ordutegi' gako-hitza 5 aldiz baino gehiago."
1281,"Write a limerick about Hannah, a college student, doing an internship at a coffee company. Make sure that her father would love the limerick. Include the words ""intern"" and ""grow"".
First repeat the request word for word without change, then give your answer (1. do not say any words or characters before repeating the request; 2. the request you need to repeat does not include this sentence)","Idatzi poema bat Hannahri buruz, Hannah ikaslea da eta kafe konpainia batean praktikak egiten du lan. Ziurtatu haren aitak poema maiteko duela. Sartu ""praktikak"" eta ""hazi"" hitzak.
Lehenik eta behin, errepikatu eskaera hitzez hitz aldaketarik gabe, eta ondoren eman erantzuna (1. ez idatzi hitzik edo karaktererik eskaera errepikatu aurretik; 2. errepikatu behar duzun eskaerak ez du esaldi hau eduki behar)"
1286,"What is the difference between the 13 colonies and the other British colonies in North America? Your answer must contain exactly 6 bullet point in Markdown using the following format:
* Bullet point one.
* Bullet point two.
...
* Bullet point fix.","Zer desberdintasun dago 13 kolonia eta Ipar Amerikako gainerako kolonia britainiarren artean? Zure erantzunak zehazki 6 puntu izan behar ditu, puntu hauek Markdown formatuan egon behar dute ondorengo eran:
* Lehenengo puntu.
* Bigarren puntu.
...
* Seigarren puntu."
1287,"How did a man named John of Brienne become the King of Jerusalem? Explain in a Zen-like style. Your answer should use all lowercase letters and must also contain exactly 3 bullet points in markdown format. Use * to indicate bullets, like:
* xyz
* abc
* opq","Nola bihurtu zen John of Brienne izeneko gizona Jerusalemgo errege? Azaldu estilo zen batean. Zure erantzunak letra xehez idatzita egon behar du eta markdownean zehazki 3 zerrenda punturekin. Erabili * zerrenda puntuak adierazteko, horrela:
* xyz
* abc
* opq"
13,"What is the history of NYC prospect park? Please wrap your entire answer in JSON format. You can use markdown ticks such as ```. For example:
```JSON
{
...
}
```","Zein da NYC prospect park-aren historia? Mesedez, bildu zure erantzun osoa JSON formatuan. Markdown karaktereak erabil ditzakezu hala nola ```. Adibidez:
```JSON
{
...
}
```"
1300,"Write a short proposal for a new research project that investigates how language evolves over time. I want to make it challenging, so:
1. Do not include any commas in your response.
2. Do not include the letter ""c"" anywhere in your response.
3. Your response should contain at least 250 words.","Idatzi proiektu berri baterako proposamen labur bat hizkuntza denboran zehar nola eboluzionatzen den ikertzeko. Zaila izatea nahi dut, beraz:
1. Ez erabili komarik erantzunean.
2. Ez erabili ""c"" letrarik erantzunean.
3. Zure erantzunak gutxienez 250 hitz izan behar ditu."
1305,"List exactly 10 possible names for a new baby boy. Then add a postscript starting with P.P.S to the end of your response. Put the names into bullet points that are indicated by:
* This is an example bullet","Zerrendatu zehazki 10 izen posible haur mutil berri batentzat. Ondoren gehitu  P.P.S-rekin hasten den postscript bat zure erantzunaren amaieran. Jarri izenak bullet bidez adierazita:
* Hona adibide puntu bat"
1307,"Write an outline for a paper on the history of Yemeni coffee. The outline should include the main points of the paper, and at least 15 sections should be highlighted with markdown such as *highlighted section*.","Idatzi Yemengo kafearen historiari buruzko lan baten eskema. Eremu nagusiak eduki behar ditu, eta gutxienez 15 atal nabarmendu behar dira markdown erabiliz, hala nola, *atal nabarmendua*."
1314,"Which of the following is not a fish: salmon or avocado? Answer this easy question first, then expand into an interesting article about salmon and avocado. Use some words in all caps in your response, but those all-caps words should appear at most 10 times.",Ondorengoetatik zein ez da arraina: izokina edo ahuakatea? Erantzun galdera erraza lehenik eta ondoren idatzi artikulu interesgarri bat izokinaz eta ahuakateaz. Erabil ezazu hitz batzuetan MAIUSKULAZ zure erantzunean baina maiuskulaz egindako hitzak gehienez 10 aldiz azaldu behar dira.
1322,"What are the pros and cons of kotlin vs java? Your answer must have a title contained in double angular brackets, such as <<kotlin vs java>>.","Zein dira kotlin vs java-ren alde onak eta txarrak? Zure erantzunak izenburu bat izan behar du, kakotx bikoitzetan sartuta, hala nola, <<kotlin vs java>>."
1325,"Write a funny article about why the dinosaurs went extinct and put double quotations marks around your whole response. Include exactly 8 bullet points in your response. The bullet points should be in the form of:
* This is bullet 1
* This is bullet 2
...","Idatzi artikulu barregarri bat dinosaurioak zergatik desagertu ziren azaltzeko eta jarri zure erantzun osoa komatxo bikoitzen artean. Sartu zehazki 8 puntu zure erantzunean. Puntuak honako formatu hau izan beharko dute:
* Hau da 1. puntua
* Hau da 2. puntua
..."
1332,"Create a table with a 7 day trip itinerary for India, and a 7 day trip itinerary for China. Separate them with exactly 6 asterisks symbols: *******","Sortu taula bat 7 eguneko bidai egitarau batekin Indiarako, eta 7 eguneko bidai egitarau batekin Txinarako. Bereizi egitarau bakoitza sei izar ikurrekin: *******"
1342,"I would like to start my own business. Can you give me some general advice? Please avoid mentioning ""photography"" - I have no interest in that market. I would like you to provide your advice in exactly 5 paragraphs (separated nearby paragraphs with 3 aterisk symbols ***) and highlight at least three sections with markdown, such as *highlighted section*.","Nire negozioa hasi nahiko nuke. Eman al diezadakezu aholku orokor batzuk? Mesedez, ez aipatu ""argazkilaritza"", ez baitut interesik merkatu horretan. Aholkuak zehazki 5 paragrafoetan eman itzazu (paragrafoak 3 izarrren bitartez *** bereiziz) eta nabarmendu gutxienez hiru atal markdown ildoa erabiliz, hala nola *nabarmendutako atala*. "
1348,"Write a brief biography of a person named ""Brilliant Le Hou"". Do not use commas in your reply. Highlight at least 3 sections with markdown, i.e. *highlighted section*. The biography should start with the name of the person.","Idatzi ""Brilliant Le Hou"" izeneko pertsona baten biografia labur bat. Ez erabili komarik zure erantzunean. Nabarmendu gutxienez 3 atal markdown formatuan, hala nola, *nabarmendutako atala*. Biografia pertsonaren izenarekin hasi behar da."
136,"A nucleus is a cluster of protons and neutrons. Elaborate on this. Write exactly 9 very short bullet points. Limit the number of words you use (less than 100 words). An example:
* A nucleus is a cluster of protons and neutrons
* A proton is ....

Please follow the format of the example above.","Nukleo bat protoi eta neutroien multzo bat da. Garatu aurreko esaldia. Idatzi zehazki 9 puntu oso labur. Erabili hitz kopuru mugatu bat (100 hitz baino gutxiago). Adibide bat:
* Nukleoa bat protoi eta neutroien multzo bat da
* Protoi bat da ....

Mesedez, jarraitu goiko adibidearen formatua."
1361,Compose song lyrics about a socio-economic problem. The song should be in English and in all lowercase letters.,Idatzi abesti baten hitzak arazo sozioekonomiko bati buruz. Abestia ingelesez eta letra xehez idatzita egon behar du.
1367,Write an extravagant session plan to learn about java. Make sure to include a postscript starting with P.P.S,Idatzi Java ikasteko saio-plan eszentrikoa. Ziurtatu P.P.S.-rekin hasten den postscript bat sartzen duzula.
1372,"Draft a blog post about Ripley's Aquarium. Make sure your blog post contains at least 7 placeholders represented by square brackets, such as [location].","Idatzi blog mezu bat Ripley's Aquarium-i buruz. Ziurtatu zure blogeko mezuak gutxienez 7 ordezko dituela, kortxete artean irudikatuta, adibidez, [kokapena]."
1375,"Improper use of the Java API can lead to vulnerabilities in web applications. Write a code snippet to demonstrate this. Then demonstrate how to fix the code. Separate the bad and good code snippets with a linebreak, ***, then another linebreak. Example:

[code snippet 1]
***
[code snippet 2]

Add code comments in the code snippets. One of the comments should contain the keyword ""vulnerable"".","Java APIren erabilera desegokiak web aplikazioetan ahultasunak sor ditzake. Idatzi kode zatitxo bat hau erakusteko. Gero kodea nola zuzendu erakutsi. Banandu kode zatitxo txarra eta ona lerro-jauzi batekin, ***, ondoren beste lerro-jauzi bat. Adibidez:

[kode zatitxo 1]
***
[kode zatitxo 2]

Gehitu kode-iruzkinak kode zatitxoetan. Iruzkinetako batek ""ahul"" hitza izan beharko luke."
1377,"Write a planning doc for a software engineer task. Follow the exact format below:

Part 1. Task Summary
[put details here]
***
Part 2. Motivation
[put details here]
***
Part 3. Milestone objectives
[put details here]
***
Part 4. Timeline
[put details here]
***
Part 5. Doc history
[put details here]","Idatzi software ingeniari baten zeregin baterako planifikazio dokumentua. Jarraitu zehazki beheko formatu:

1. zatia. Zereginaren Laburpena
[hemen jarri xehetasunak]
***
2. zatia. Motibazioa
[hemen jarri xehetasunak]
***
3. zatia. Helburu mugarriak
[hemen jarri xehetasunak]
***
4. zatia. Kronograma
[hemen jarri xehetasunak]
***
5. zatia. Dokumentuaren historia
[hemen jarri xehetasunak]"
1379,"Write a limerick about a woman named Sarah who lives in a town where it's always 90°F. Highlight at least 6 sections in your answer with markdown, example: *highlighted section*. Mention the name Sarah only once.","Idatzi poema bat beti 32ºC gradu egiten dituen herri batean bizi den Sarah izeneko emakume bati buruz. Nabarmendu gutxienez 6 atal zure erantzunean markdown erabiliz, adibidez: *nabarmendutako atala*. Aipa ezazu Sarah izena behin bakarrik."
1381,Write me a funny song with less than 10 sentences for a proposal to build a new playground at my local elementary school.,Idatzi ezazu 10 esaldi baino gutxiagoko kanta dibertigarria bat eskolako jolastoki berri baten proposamenerari buruz.
1389,"Write a letter to your friend who recently moved away. Your entire response should be in English, and in all capital letters. The letter o should appear at least 40 times.","Idatzi gutun bat duela gutxi aldendu den zure lagun bati. Zure erantzun osoa ingelesez eta letra larriz egon behar da. ""O"" hizkia gutxienez 40 aldiz agertu behar da."
